52.98000	52.00000	1.00000	9.44934
0.98000	0.00000	2.00000	9.44934
52.98000	52.02000	1.00000	9.44934
0.98000	0.02000	2.00000	9.44934
52.98000	52.04000	1.00000	9.44934
0.98000	0.04000	2.00000	9.44934
52.98000	52.06000	1.00000	9.44934
0.98000	0.06000	2.00000	9.44934
52.98000	52.08000	1.00000	9.44934
0.98000	0.08000	2.00000	9.44934
52.98000	52.10000	1.00000	9.44934
0.98000	0.10000	2.00000	9.44934
52.98000	52.12000	1.00000	9.44934
0.98000	0.12000	2.00000	9.44934
52.98000	52.14000	1.00000	9.44934
0.98000	0.14000	2.00000	9.44934
52.98000	52.16000	1.00000	9.44934
0.98000	0.16000	2.00000	9.44934
52.98000	52.18000	1.00000	9.44934
0.98000	0.18000	2.00000	9.44934
52.98000	52.20000	1.00000	9.44934
0.98000	0.20000	2.00000	9.44934
52.98000	52.22000	1.00000	9.44934
0.98000	0.22000	2.00000	9.44934
52.98000	52.24000	1.00000	9.44934
0.98000	0.24000	2.00000	9.44934
52.98000	52.26000	1.00000	9.44934
0.98000	0.26000	2.00000	9.44934
52.98000	52.28000	1.00000	9.44934
0.98000	0.28000	2.00000	9.44934
52.98000	52.30000	1.00000	9.44934
0.98000	0.30000	2.00000	9.44934
52.98000	52.32000	1.00000	9.44934
0.98000	0.32000	2.00000	9.44934
52.98000	52.34000	1.00000	9.06872
0.98000	0.34000	2.00000	9.05140
52.98000	52.36000	1.00000	9.06872
0.98000	0.36000	2.00000	9.05140
52.98000	52.38000	1.00000	9.06872
0.98000	0.38000	2.00000	9.05140
52.98000	52.40000	1.00000	9.06872
0.98000	0.40000	2.00000	9.05140
52.98000	52.42000	1.00000	9.06872
0.98000	0.42000	2.00000	9.05140
52.98000	52.44000	1.00000	9.06872
0.98000	0.44000	2.00000	9.05140
52.98000	52.46000	1.00000	9.06872
0.98000	0.46000	2.00000	9.05140
52.98000	52.48000	1.00000	9.06872
0.98000	0.48000	2.00000	9.05140
52.98000	52.50000	1.00000	9.06872
0.98000	0.50000	2.00000	9.05140
52.98000	52.52000	1.00000	9.06872
0.98000	0.52000	2.00000	9.05140
52.98000	52.54000	1.00000	9.06872
0.98000	0.54000	2.00000	9.05140
52.98000	52.56000	1.00000	9.06872
0.98000	0.56000	2.00000	9.05140
52.98000	52.58000	1.00000	9.06872
0.98000	0.58000	2.00000	9.05140
52.98000	52.60000	1.00000	9.06872
0.98000	0.60000	2.00000	9.05140
52.98000	52.62000	1.00000	9.06872
0.98000	0.62000	2.00000	9.05140
52.98000	52.64000	1.00000	9.06872
0.98000	0.64000	2.00000	9.05140
52.98000	52.66000	1.00000	9.06872
0.98000	0.66000	2.00000	9.05140
52.98000	52.68000	1.00000	9.44534
0.98000	0.68000	2.00000	9.45006
52.98000	52.70000	1.00000	9.44534
0.98000	0.70000	2.00000	9.45006
52.98000	52.72000	1.00000	9.44534
0.98000	0.72000	2.00000	9.45006
52.98000	52.74000	1.00000	9.44534
0.98000	0.74000	2.00000	9.45006
52.98000	52.76000	1.00000	9.44534
0.98000	0.76000	2.00000	9.45006
52.98000	52.78000	1.00000	9.44534
0.98000	0.78000	2.00000	9.45006
52.98000	52.80000	1.00000	9.44534
0.98000	0.80000	2.00000	9.45006
52.98000	52.82000	1.00000	9.44534
0.98000	0.82000	2.00000	9.45006
52.98000	52.84000	1.00000	9.44534
0.98000	0.84000	2.00000	9.45006
52.98000	52.86000	1.00000	9.44534
0.98000	0.86000	2.00000	9.45006
52.98000	52.88000	1.00000	9.44534
0.98000	0.88000	2.00000	9.45006
52.98000	52.90000	1.00000	9.44534
0.98000	0.90000	2.00000	9.45006
52.98000	52.92000	1.00000	9.44534
0.98000	0.92000	2.00000	9.45006
52.98000	52.94000	1.00000	9.44534
0.98000	0.94000	2.00000	9.45006
52.98000	52.96000	1.00000	9.44534
0.98000	0.96000	2.00000	9.45006
52.98000	52.98000	1.00000	9.44534
0.98000	0.98000	2.00000	9.45006
